País    ;Estado           ;Estado Tránsito      ;Factura compra;Foto;Declaración;Prueba entrega;Consolidado;Das;Fecha registro;Fecha ingreso;Tiempo para foto;Delta foto-registro datos;Delta registro datos-ubicación bodega;Delta ubicación bodega-tránsito;Tiempo en bodega
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;22/02/2022   ;1010,77         ;59,82                    ;31,83                                ;0,19                           ;0,95
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;18/02/2022   ;                ;                         ;                                     ;                               ;
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;18/02/2022   ;38,14           ;89,65                    ;19,61                                ;3,97                           ;4,07
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;18/02/2022   ;0,85            ;22,41                    ;17                                   ;4,04                           ;4,07
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;18/02/2022   ;                ;                         ;                                     ;                               ;
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;18/02/2022   ;4,46            ;23,37                    ;14,71                                ;4,04                           ;4,07
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;18/02/2022    ;18/02/2022   ;                ;                         ;                                     ;                               ;0,07
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;18/02/2022   ;109,6           ;-0,32                    ;25,29                                ;3,97                           ;4,06
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;18/02/2022   ;17,31           ;90,29                    ;                                     ;                               ;0,07
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;18/02/2022   ;20,67           ;106,71                   ;                                     ;                               ;0,09
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;18/02/2022   ;19,97           ;89,14                    ;                                     ;                               ;0,08
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;18/02/2022   ;14,84           ;111,3                    ;5,87                                 ;3,97                           ;4,06
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;18/02/2022   ;16,17           ;106,87                   ;9,04                                 ;18                             ;18,09
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;18/02/2022    ;18/02/2022   ;3,99            ;114,23                   ;8,99                                 ;12,96                          ;13,05
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;18/02/2022    ;22/02/2022   ;                ;                         ;                                     ;                               ;0,07
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;18/02/2022   ;15,41           ;104,22                   ;                                     ;                               ;0,08
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;18/02/2022   ;2,66            ;119,82                   ;                                     ;                               ;0,09
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;18/02/2022    ;18/02/2022   ;                ;                         ;                                     ;                               ;0,02
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;18/02/2022    ;18/02/2022   ;                ;                         ;                                     ;                               ;0,02
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;18/02/2022    ;18/02/2022   ;                ;                         ;                                     ;                               ;0,02
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;18/02/2022    ;18/02/2022   ;                ;                         ;                                     ;                               ;0,02
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;18/02/2022    ;18/02/2022   ;                ;                         ;                                     ;                               ;0,02
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;18/02/2022    ;18/02/2022   ;                ;                         ;                                     ;                               ;0,02
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;18/02/2022    ;18/02/2022   ;                ;                         ;                                     ;                               ;0,02
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;22/02/2022   ;9,1             ;32,07                    ;                                     ;                               ;0,03
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;18/02/2022    ;22/02/2022   ;321,15          ;1124,77                  ;317,66                               ;0,95                           ;2,18
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;23/02/2022   ;58,73           ;144,35                   ;                                     ;                               ;0,14
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;24/02/2022   ;164,04          ;879,57                   ;                                     ;                               ;0,72
Colombia;Entregado        ;En aduana            ;Si            ;No  ;Si         ;Si            ;No         ;No ;18/02/2022    ;28/02/2022   ;                ;                         ;286,84                               ;1,94                           ;2,64
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;18/02/2022    ;22/02/2022   ;49,79           ;895,18                   ;56,01                                ;1,28                           ;1,98
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;23/02/2022   ;113,97          ;129,45                   ;                                     ;                               ;0,17
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;18/02/2022    ;22/02/2022   ;                ;                         ;                                     ;                               ;0,41
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;22/02/2022   ;105,66          ;43,67                    ;                                     ;                               ;0,1
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;23/02/2022   ;1250,68         ;52,75                    ;                                     ;                               ;0,91
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;18/02/2022    ;24/02/2022   ;                ;                         ;                                     ;                               ;0,34
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;24/02/2022   ;396,73          ;866,61                   ;                                     ;                               ;0,88
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;28/02/2022   ;28,99           ;129,85                   ;                                     ;                               ;0,11
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;22/02/2022   ;26,59           ;54,62                    ;                                     ;                               ;0,06
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;22/02/2022   ;1419,69         ;106,1                    ;                                     ;                               ;1,06
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;22/02/2022   ;6,32            ;32,41                    ;                                     ;                               ;0,03
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;22/02/2022   ;1503,99         ;74,26                    ;                                     ;                               ;1,1
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;18/02/2022    ;21/02/2022   ;                ;                         ;                                     ;                               ;10,41
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;18/02/2022    ;23/02/2022   ;64,38           ;133,31                   ;                                     ;                               ;0,14
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;23/02/2022   ;1474,8          ;166,23                   ;                                     ;                               ;1,14
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;19/02/2022    ;22/02/2022   ;1489,96         ;70,34                    ;                                     ;                               ;1,08
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;23/02/2022   ;66,42           ;89,81                    ;                                     ;                               ;0,11
Colombia;Entregado        ;En aduana            ;Si            ;No  ;Si         ;Si            ;No         ;No ;19/02/2022    ;23/02/2022   ;                ;                         ;                                     ;                               ;5,47
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;23/02/2022   ;336,84          ;981,59                   ;                                     ;                               ;0,92
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;24/02/2022   ;1461,05         ;30,6                     ;                                     ;                               ;1,04
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;24/02/2022   ;1085,53         ;10,58                    ;83,62                                ;3,2                            ;4,01
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;22/02/2022   ;71,54           ;62,13                    ;                                     ;                               ;0,09
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;No            ;No         ;No ;19/02/2022    ;22/02/2022   ;117,92          ;939,48                   ;                                     ;                               ;0,73
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;23/02/2022   ;57,13           ;82,76                    ;                                     ;                               ;0,1
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;1/03/2022    ;42,88           ;87,44                    ;                                     ;                               ;0,09
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;22/02/2022   ;71,74           ;107,98                   ;                                     ;                               ;0,12
Colombia;Entregado        ;En reparto           ;Si            ;No  ;Si         ;Si            ;No         ;No ;19/02/2022    ;24/02/2022   ;                ;                         ;285,77                               ;0,94                           ;1,64
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;24/02/2022   ;127,22          ;917,52                   ;28,86                                ;0,3                            ;1,05
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;25/02/2022   ;71,04           ;10,5                     ;                                     ;                               ;0,06
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;23/02/2022   ;355,31          ;47,37                    ;946,7                                ;0,32                           ;1,25
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;23/02/2022   ;320,73          ;22,46                    ;                                     ;                               ;0,24
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;23/02/2022   ;75,07           ;67,22                    ;                                     ;                               ;0,1
Colombia;Entregado        ;Entregado a aerolínea;No            ;No  ;Si         ;Si            ;No         ;No ;19/02/2022    ;24/02/2022   ;                ;                         ;                                     ;                               ;0,67
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;22/02/2022   ;1492,72         ;75,65                    ;                                     ;                               ;1,09
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;22/02/2022   ;330,77          ;1110,11                  ;                                     ;                               ;1
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;19/02/2022    ;22/02/2022   ;                ;                         ;                                     ;                               ;0,45
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;22/02/2022   ;113,71          ;39,27                    ;                                     ;                               ;0,11
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;19/02/2022    ;22/02/2022   ;1425,01         ;112,25                   ;                                     ;                               ;1,07
Colombia;Entregado        ;En aduana            ;Si            ;No  ;Si         ;No            ;No         ;No ;20/02/2022    ;23/02/2022   ;                ;                         ;                                     ;                               ;0,64
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;20/02/2022    ;23/02/2022   ;                ;                         ;                                     ;                               ;0,62
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;20/02/2022    ;22/02/2022   ;104,76          ;1374,52                  ;                                     ;                               ;1,03
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;20/02/2022    ;25/02/2022   ;129,37          ;31,98                    ;                                     ;                               ;0,11
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;20/02/2022    ;22/02/2022   ;11,6            ;31,01                    ;                                     ;                               ;0,03
Colombia;En Tránsito      ;Demorado en aduana   ;Si            ;Si  ;No         ;No            ;No         ;No ;20/02/2022    ;22/02/2022   ;15,17           ;42,11                    ;213,3                                ;5,96                           ;6,14
Colombia;Entregado        ;Demorado en aerolínea;No            ;Si  ;Si         ;Si            ;No         ;No ;20/02/2022    ;22/02/2022   ;1474,61         ;31,26                    ;                                     ;                               ;1,05
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;20/02/2022    ;22/02/2022   ;1323,15         ;92,25                    ;                                     ;                               ;0,98
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;20/02/2022    ;24/02/2022   ;                ;                         ;                                     ;                               ;0,62
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;20/02/2022    ;24/02/2022   ;                ;                         ;                                     ;                               ;0,56
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;20/02/2022    ;22/02/2022   ;5,06            ;25,52                    ;39,96                                ;1,18                           ;1,22
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;20/02/2022    ;23/02/2022   ;                ;                         ;                                     ;                               ;0,63
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;20/02/2022    ;28/02/2022   ;32,56           ;12,24                    ;                                     ;                               ;0,03
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;20/02/2022    ;22/02/2022   ;100,76          ;87,79                    ;                                     ;                               ;0,13
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;20/02/2022    ;24/02/2022   ;                ;                         ;                                     ;                               ;0,35
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;20/02/2022    ;23/02/2022   ;1346,62         ;135,98                   ;                                     ;                               ;1,03
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;20/02/2022    ;23/02/2022   ;388,16          ;968,97                   ;                                     ;                               ;0,94
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;21/02/2022    ;22/02/2022   ;30,15           ;60,45                    ;                                     ;                               ;0,06
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;23/02/2022   ;1379,83         ;116,27                   ;1032,2                               ;0,29                           ;2,05
Colombia;En Tránsito      ;En reparto           ;No            ;No  ;Si         ;No            ;No         ;No ;21/02/2022    ;25/02/2022   ;                ;                         ;                                     ;                               ;0,45
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;25/02/2022   ;60,21           ;47,63                    ;                                     ;                               ;0,07
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;24/02/2022   ;101,85          ;904,99                   ;                                     ;                               ;0,7
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;22/02/2022   ;1437,71         ;82,08                    ;                                     ;                               ;1,06
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;21/02/2022    ;21/02/2022   ;                ;                         ;                                     ;                               ;0,39
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;22/02/2022   ;0,6             ;28,22                    ;                                     ;                               ;0,02
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;24/02/2022   ;1470,57         ;5                        ;                                     ;                               ;1,02
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;28/02/2022   ;92,96           ;104,39                   ;                                     ;                               ;0,14
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;25/02/2022   ;                ;                         ;                                     ;                               ;0,62
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;21/02/2022   ;                ;                         ;                                     ;                               ;0,37
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;22/02/2022   ;1342,49         ;163,29                   ;215,27                               ;0,96                           ;2,15
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;21/02/2022   ;                ;                         ;                                     ;                               ;0,38
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;21/02/2022   ;                ;                         ;                                     ;                               ;0,38
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;No            ;No         ;No ;21/02/2022    ;23/02/2022   ;1545,42         ;127,72                   ;                                     ;                               ;1,16
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;No            ;No         ;No ;21/02/2022    ;1/03/2022    ;5,92            ;1337,02                  ;                                     ;                               ;0,93
Colombia;En Tránsito      ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;21/02/2022    ;21/02/2022   ;                ;                         ;                                     ;                               ;0,38
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;21/02/2022   ;                ;                         ;                                     ;                               ;0,38
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;21/02/2022   ;                ;                         ;                                     ;                               ;0,39
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;21/02/2022    ;21/02/2022   ;                ;                         ;                                     ;                               ;0,39
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;21/02/2022   ;                ;                         ;                                     ;                               ;3,44
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;21/02/2022   ;                ;                         ;                                     ;                               ;0,39
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;21/02/2022   ;                ;                         ;                                     ;                               ;0,39
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;24/02/2022   ;                ;                         ;                                     ;                               ;1,03
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;No            ;No         ;No ;21/02/2022    ;23/02/2022   ;247,79          ;28,64                    ;                                     ;                               ;0,19
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;23/02/2022   ;1165,38         ;30,98                    ;                                     ;                               ;0,83
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;22/02/2022   ;149,41          ;121,11                   ;                                     ;                               ;0,19
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;28/02/2022   ;255,73          ;1054,06                  ;                                     ;                               ;0,91
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;22/02/2022   ;                ;                         ;                                     ;                               ;0,63
Colombia;Entregado        ;En aduana            ;No            ;No  ;No         ;Si            ;No         ;No ;21/02/2022    ;23/02/2022   ;                ;                         ;                                     ;                               ;5,47
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;24/02/2022   ;124,02          ;884,58                   ;                                     ;                               ;0,7
Colombia;Entregado        ;En reparto           ;Si            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;24/02/2022   ;                ;                         ;                                     ;                               ;0,7
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;22/02/2022   ;1,71            ;33,5                     ;44,65                                ;1,17                           ;1,23
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;25/02/2022   ;                ;                         ;                                     ;                               ;0,09
Colombia;Entregado        ;En reparto           ;Si            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;25/02/2022   ;                ;                         ;25,99                                ;4,99                           ;5,64
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;28/02/2022   ;18,35           ;136,72                   ;                                     ;                               ;0,11
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;25/02/2022   ;13,58           ;34,84                    ;90,58                                ;3,01                           ;3,11
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;22/02/2022   ;26,63           ;27,19                    ;                                     ;                               ;0,04
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;No            ;No         ;No ;21/02/2022    ;22/02/2022   ;1327,79         ;51,93                    ;                                     ;                               ;0,96
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;21/02/2022   ;                ;                         ;                                     ;                               ;10,41
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;28/02/2022   ;                ;                         ;                                     ;                               ;0,41
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;22/02/2022   ;94,46           ;1334,42                  ;                                     ;                               ;0,99
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;23/02/2022   ;322,54          ;23,44                    ;                                     ;                               ;0,24
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;24/02/2022   ;1472,26         ;48,01                    ;                                     ;                               ;1,06
Colombia;Entregado        ;En reparto           ;Si            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;25/02/2022   ;                ;                         ;76,9                                 ;3,19                           ;3,66
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;23/02/2022   ;                ;                         ;                                     ;                               ;1,11
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;1/03/2022    ;93,62           ;1550,18                  ;                                     ;                               ;1,14
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;28/02/2022   ;17,77           ;21,65                    ;                                     ;                               ;0,03
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;23/02/2022   ;1364,33         ;150,9                    ;                                     ;                               ;1,05
Colombia;Entregado        ;Demorado en aerolínea;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;23/02/2022   ;                ;                         ;                                     ;                               ;0,48
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;24/02/2022   ;1073,01         ;23,78                    ;                                     ;                               ;0,76
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;No            ;No         ;No ;21/02/2022    ;23/02/2022   ;1381,34         ;180,11                   ;                                     ;                               ;1,08
Colombia;En Tránsito      ;En reparto           ;No            ;No  ;Si         ;No            ;No         ;No ;21/02/2022    ;23/02/2022   ;                ;                         ;913,96                               ;12,38                          ;13,7
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;28/02/2022   ;                ;                         ;                                     ;                               ;0,91
Colombia;Entregado        ;Demorado en aerolínea;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;22/02/2022   ;351,34          ;1091,99                  ;                                     ;                               ;1
Colombia;Entregado        ;Entregado a aerolínea;No            ;Si  ;Si         ;Si            ;No         ;No ;21/02/2022    ;22/02/2022   ;160,38          ;2,16                     ;                                     ;                               ;0,11
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;21/02/2022    ;23/02/2022   ;                ;                         ;                                     ;                               ;0,47
Colombia;Cancelado        ;                     ;No            ;No  ;No         ;No            ;No         ;No ;22/02/2022    ;22/02/2022   ;                ;                         ;                                     ;                               ;
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;No            ;No         ;No ;22/02/2022    ;23/02/2022   ;326,64          ;95,55                    ;                                     ;                               ;0,29
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;22/02/2022    ;22/02/2022   ;1016,16         ;129,45                   ;                                     ;                               ;0,8
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;No            ;No         ;No ;22/02/2022    ;23/02/2022   ;320,16          ;24,38                    ;                                     ;                               ;0,24
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;No            ;No         ;No ;22/02/2022    ;28/02/2022   ;99,55           ;51,86                    ;237,1                                ;0,94                           ;1,21
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;22/02/2022    ;23/02/2022   ;                ;                         ;                                     ;                               ;5,47
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;22/02/2022    ;23/02/2022   ;1083,39         ;34,95                    ;                                     ;                               ;0,78
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;22/02/2022    ;28/02/2022   ;244,44          ;1045,65                  ;                                     ;                               ;0,9
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;Si            ;No         ;No ;22/02/2022    ;22/02/2022   ;110,54          ;61,6                     ;                                     ;                               ;0,12
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;No            ;No         ;No ;22/02/2022    ;22/02/2022   ;                ;                         ;226,71                               ;0,96                           ;2,28
Colombia;Entregado        ;En reparto           ;No            ;No  ;Si         ;Si            ;No         ;No ;22/02/2022    ;22/02/2022   ;                ;                         ;                                     ;                               ;0,22
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;22/02/2022    ;22/02/2022   ;1627,98         ;115,53                   ;1083,15                              ;0,32                           ;2,28
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;22/02/2022    ;23/02/2022   ;59,7            ;73,99                    ;                                     ;                               ;0,09
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;22/02/2022    ;22/02/2022   ;130,68          ;63,23                    ;                                     ;                               ;0,13
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;22/02/2022    ;22/02/2022   ;14,75           ;41,47                    ;                                     ;                               ;0,04
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;22/02/2022    ;22/02/2022   ;120,61          ;69,44                    ;                                     ;                               ;0,13
